"x" "y"
110.149564063177 123.329420639624
106.135370121337 126.416463394532
108.538153329864 118.563048224069
113.862041616812 118.302773576892
101.702719377354 131.663687389095
104.508732329123 125.036257537532
100.026 101.739
105.446101324633 122.488926487104
112.316586156376 119.84770292282
108.593430509791 122.102776012434
113.033113339916 111.3787108085
111.354755051434 105.447859747431
102.270179642364 123.901454739787
111.91850610543 105.102486713933
107.160999500193 115.080810492114
116.832 136.693
101.038066442125 125.316543117511
105.283553348854 119.298941847787
107.975814617239 119.920217428189
116.722682868131 108.663877907731
