x,y
11.7750332381176,10.1754789339614
12.0298020548887,11.0969304842712
4.74789529928782,7.89886115950136
11.5510147623154,8.0995027933335
15.0469846934762,14.4000995658304
18.8145956991729,16.1884173106525
14.710170335382,15.6275020944085
20.8550553899813,21.1934404519485
7.38150903600205,5.43420322812131
14.4581648704203,12.4968405015706
5.71085412704174,8.07621468290453
20.1712335907942,16.2839551657192
18.5157984966839,14.5520229152628
13.6768648594869,17.24056670041
5.45035403106574,8.31897805648556
13.954963342769,18.2391641559349
15.5953094438122,15.3639967430074
13.0470034216859,14.0407382108892
11.5541255600089,11.0426762330191
11.5035863941925,13.0138271694472
21.6549697863916,19.5468920525883
16.5724085960808,17.6773339728535
15.0412176909594,10.7432569062083
20.0307774147741,18.6244916475547
12.3202377026949,9.08531989676136
-1.16245577361005,6.11598015395228
5.76991510765482,8.15537300586263
11.7976962270057,11.3342701384566
4.90128535569955,6.91926284602416
9.97555131227521,13.6137322828915
13.8556389163009,11.0094928641725
23.8341630259877,20.8580605544963
11.5740918990797,10.6537248415338
23.0054311273926,20.3052216942268
13.8290889885045,11.1073482999431
12.6761058681142,13.1912603622102
20.0403757826784,14.8957194770649
16.8199803974738,17.9991505945489
17.1094575858612,18.6997740913197
12.8856718393079,9.97868630516777
17.1532787569637,19.7353773873391
10.2748219674445,12.9243334548282
21.5301300894082,18.5945679014567
9.93727448351068,10.1108321647577
17.0797849590983,18.1980857535212
19.677941677416,15.7298936173492
6.7182135998561,4.60506620588875
14.0647079108005,13.9822213805718
17.4893930050665,15.209781345832
16.427979246348,12.3477246106667
17.4956004083566,16.753412864121
15.0269109476047,16.6598020224101
16.9120073482241,20.0765810342252
12.3175385687229,16.1778626243066
12.7944010652619,6.34124200596254
7.37556206324209,8.96270994987369
5.90059132151056,3.72822830678797
8.16582701489983,11.901982335934
14.8474644207466,21.7571475672464
10.7557552727012,16.4170936111283
17.9975995664184,20.2703713815175
17.1269283822611,21.5757611109841
10.0653336605291,11.2198008294258
11.2752955365948,12.9428581527079
6.62049954571577,6.0154779392319
8.4560370009408,4.76337411846769
19.1602778728363,11.450817742823
5.79193710073437,-0.165999572091762
5.78954396632633,3.2380101796933
20.0307162578271,19.0571483204019
7.35740275756748,7.56519164732926
4.78720951488402,7.02556364168636
13.3210832350034,10.2147782881306
14.4451857563565,12.812267700871
15.5039647644073,17.0887224664901
10.1830189592017,6.03221739390361
8.03921260132307,9.40168783702598
10.6041682917042,8.99541247317536
10.6367243326356,16.4989891575474
18.5961099114313,19.8848334581115
12.9133367070966,17.2060056596543
17.3493737068021,13.9128516298878
14.3348838185753,19.0340174383938
7.48283235959494,7.23798721360748
17.5137761988865,13.5596149201813
8.43701948375691,8.2207080596404
11.7989176617308,15.3824642149142
9.81504946433066,2.97972555637134
17.6115543195928,19.4485084605993
17.820352984771,19.5020658381703
5.86806311214663,6.62077903102966
16.5154390350936,13.8038357735689
11.5113353420973,12.9758746266011
9.57114578571357,11.9230400532514
9.26206139014932,11.2308550658725
19.0562006558486,18.9177533491291
12.911122684237,18.0823529020845
22.900336204569,20.6107413161632
11.9061970483067,11.7275048475029
11.5044369800314,13.3664295581248
