x,y
12.6073555618162,8.42739241031353
11.5553612119542,10.0785417224091
4.73803410648943,7.62507664783992
7.36289601403534,7.93874094179335
17.9001339960088,18.0079052702667
14.9471501717498,18.6317395458534
13.2955516507052,12.5523651085507
16.1552263654199,19.6739730470919
6.78594742661298,7.69764940836629
10.7981943989094,12.1333560771849
11.802509517627,9.31011521303536
20.4264254700251,17.8760500097002
20.2687877426665,13.2956597225346
15.4142529641216,14.2542759992611
2.93138443104055,2.13180689222684
15.4660596801653,13.73685889709
17.2733497681285,14.6459258424174
20.0736693197108,9.49816310208266
12.9444410008782,11.0896332553432
11.3893064968457,11.8814165635286
19.4200926680628,15.0592682253374
15.4239824347414,17.181620902341
12.3025461087048,12.2057210432753
13.1893679169838,15.3250464379531
14.5347721775108,14.9503377508038
6.11985574695141,3.43981933122851
9.28675681347423,7.88575456696244
9.47552345387173,10.3443874549991
5.89549980170783,5.81135423377367
8.63358846171707,13.6600425504961
9.4208309910623,10.311431772602
18.176655692038,19.0200260643461
11.6393641934664,10.221090955102
19.1394079324668,19.9665426731232
10.4688187897255,15.5355318298001
15.1328020793224,20.182326766425
16.4164617000657,17.5755006725036
15.1123322481588,15.6672421677005
16.7306521726572,19.6394089067055
14.3967259594496,10.9588664141283
14.5036987306478,12.6956360369285
10.5812669058819,10.8198286177416
17.397134280066,19.5842081013539
13.4350580582912,8.69049938414319
15.3822485345449,19.720470383204
18.1721935498225,18.2856422214065
2.20140816265599,5.54690404065837
12.362339248396,14.4450862059412
17.0490926979196,15.2327234480807
13.9342620943906,16.2362016170278
12.7970667730286,15.9052150986667
14.242054854798,12.6305797656453
18.1140191623465,21.3953561165834
19.3782164165791,18.2579918367224
9.92558477026306,7.63527249694709
10.4133882915627,8.22505003119746
9.30632927616237,4.5118993229448
12.2499661475856,11.4939841025931
15.295096328487,23.0655567313364
13.1786967506916,12.4938818195462
18.0053522449159,19.6791370238714
20.4788421232952,16.4085311846471
11.0125561191425,9.36647288138913
15.2146287522454,13.7108627519081
6.00478566058058,7.51600138291674
7.2420714246128,7.96337352950272
19.5327804102372,17.7496165274572
5.12632491214785,4.06296927705025
10.0494576989301,4.49276804958668
20.7515587292103,20.7505169679458
7.74805313003622,4.68283205130033
9.03937876552618,6.83525819835609
10.173415461642,7.60383892462571
8.54259869309316,11.6339290878283
13.6497599481752,18.9964982996076
10.3107867500973,11.8174258983465
8.73483676813243,11.0346076895325
12.6585033415968,18.0715205855239
15.6625799607299,13.3118534542455
20.0383763552672,17.4391275243161
14.0319694664252,16.5727294729438
14.6396084092806,17.9844775675801
14.366347066445,17.0292852424946
5.33527588915382,7.15724294114267
16.4409811502308,16.8447607646124
9.3812761077317,6.90567465947757
15.9904704115925,15.4471376176463
11.6977680667522,6.45075626587399
17.9574132433019,16.3711597644527
13.6632434720778,17.8709056842466
10.1601493603432,2.9685669378697
14.6012734441959,13.6513721645842
14.2887793023403,10.338388675794
6.10782086486243,12.5073535523551
10.5242026524571,13.1468954647992
18.5235910805902,18.2668515109576
14.1397452063225,15.8314765206019
19.7084062616387,19.1226525716676
13.5527494894253,12.8732332177452
12.9704980217781,15.906267561006601
