"x" "y"
3 89.0791877211559
5 96.1067332357995
9 76.6752033748092
13 94.7449318711976
3 83.085182333222
13 130.548492523758
13 116.086816421021
9 101.29354153248
9 77.0899777596179
1 94.6597158145091
3 92.2353298889276
3 86.0408800293321
9 117.487430697491
5 87.6110131601827
11 100.18023050189
7 103.89745807339
11 92.7757707008151
13 117.296129907077
5 87.1255307306194
11 107.723301154033
13 105.956075889106
3 101.177630032677
9 91.7072159479764
1 84.1722239023944
3 93.5356843757841
5 94.2260777544046
1 87.8412990114692
5 99.134003788014
13 99.6596336939446
5 89.2072418151126
7 103.384811572756
9 91.685718020454
7 92.4647711665142
3 82.1569267918238
11 98.2606291636234
9 89.2938858915944
11 119.49384240058
1 85.2936700500866
11 98.0386692738019
5 95.8792663218085
11 101.309167801206
9 109.892880125995
11 95.4319297546243
7 81.850210048073
7 89.1528095783681
11 64.6573704059075
1 96.2254615822919
7 98.6732036948851
11 80.0412661032096
9 96.4020339229114
7 107.207893365023
13 92.3911347857721
7 84.6793917355458
3 86.554852007286
1 78.997630875637
1 79.3645697815557
5 102.233072219559
7 94.944358674268
9 96.6894335153226
5 101.86844663375
13 127.333380685212
5 89.5451529676856
7 102.426914089165
5 94.2836357112072
9 90.2509013235091
3 97.456866884099
7 102.582551678108
11 89.712401887343
1 86.347724962048
13 106.122829471746
5 107.737838123171
11 104.63385214067
5 89.467706949703
5 93.3452895408993
7 93.6346259832602
13 95.0297006497611
13 119.686098324474
5 101.42872821044
11 80.8670078698703
13 124.507274449546
7 86.84229091068
9 91.1498565437618
5 82.2751772358635
5 78.1194975741728
11 114.683776680429
3 89.6752464854872
9 102.324436360808
1 84.2819368001785
3 90.4797786054258
3 85.1666879738044
3 87.2520694653542
1 86.872778250327
9 97.3424863264569
13 133.29537790449
11 88.8109029960788
11 87.9784278629692
7 94.6780895813928
5 92.0008593174396
11 86.4481460436009
9 89.1868896503072
9 99.9274407879485
5 99.9879716783442
3 95.4655966098585
13 95.0064960497199
9 76.5648613883695
3 101.880540681303
1 89.0557623206257
7 94.5846932946631
13 99.3517207148697
9 100.975760986824
13 98.2672344312592
11 87.6106420982609
5 94.51518236078
7 86.1140942042148
3 97.6466757193048
1 93.4575481937472
11 100.57594735047
1 79.5524198283904
7 115.165086808913
9 99.4361529299068
13 90.9503614692107
7 112.636378928301
7 91.1815753739693
3 86.3432323097941
11 101.320201660234
7 97.2100374661541
7 80.0337952795212
3 81.1094026047523
3 86.6035471822349
9 98.5029975758784
9 92.0956678873289
1 70.0221110459843
1 83.7985550464223
9 117.224506204667
13 99.4351813256563
9 104.872384891739
7 101.906805077167
7 81.9336917209586
13 106.14007833626
7 111.46589513742
9 112.039433063566
9 95.3616760982188
3 92.1003405826211
3 89.0301664960124
11 84.2381102222094
7 79.2998522674669
3 91.2671693281997
11 89.1736646802724
1 84.1375966762092
13 128.345984876519
9 100.660186011365
7 98.3135830253392
5 101.589098251478
7 120.933615056878
7 91.2153840474954
3 97.6752499787711
7 85.6374852964908
1 89.3387001369509
3 85.7642556632854
3 88.8197499045909
3 95.6234708477877
13 93.4858162965386
7 86.330085385426
11 111.680537835178
13 108.051958918625
5 101.219680410232
1 84.9820646720871
5 89.9407759872671
11 94.8614271744559
5 89.7006668002836
9 107.598763768282
11 127.290949361098
11 110.94392794011
5 104.781842273188
5 101.169517352847
13 118.634010215504
9 86.5456872800611
11 111.755484160743
9 72.7545283636303
13 123.721060193002
5 97.471821323852
3 86.4021562461614
13 101.083852711575
7 94.4274171955191
13 94.9918076689996
3 85.0061075077168
11 98.2128359111531
11 109.298893369473
13 113.4755784242
7 94.4129443429509
9 99.6530185386267
5 88.5139667545164
1 87.5226292009478
13 110.599518233081
3 95.8000385749965
9 82.0276392943986
1 91.2200033882629
11 98.510716006601
5 91.4689588183371
11 106.879111583695
